Type, YearCreated, YearReported,  Market, FromPool, To_Gas/Pool, AmountEmitted, AmountRetained
5, 1, 7, 301, 204, 204, 0, 14.269540385585055
5, 1, 8, 301, 204, 1000, 0.08758134451304614, 0
5, 1, 8, 301, 204, 1005, 0.021895336128261535, 0
5, 1, 8, 301, 204, 204, 0, 14.160063704943747
5, 1, 9, 301, 204, 1000, 0.08690941573157716, 0
5, 1, 9, 301, 204, 1005, 0.02172735393289429, 0
5, 1, 9, 301, 204, 204, 0, 14.051426935279276
5, 1, 10, 301, 204, 1000, 0.0862426420238279, 0
5, 1, 10, 301, 204, 1005, 0.021560660505956977, 0
5, 1, 10, 301, 204, 204, 0, 13.94362363274949
5, 1, 11, 301, 204, 1000, 0.0855809838397974, 0
5, 1, 11, 301, 204, 1005, 0.02139524595994935, 0
5, 1, 11, 301, 204, 204, 0, 13.836647402949744
5, 1, 12, 301, 204, 1000, 0.08492440193290635, 0
5, 1, 12, 301, 204, 1005, 0.021231100483226586, 0
5, 1, 12, 301, 204, 204, 0, 13.730491900533611
5, 1, 13, 301, 204, 1000, 0.08427285735769062, 0
5, 1, 13, 301, 204, 1005, 0.021068214339422655, 0
5, 1, 13, 301, 204, 204, 0, 13.625150828836498
5, 1, 14, 301, 204, 1000, 0.08362631146746793, 0
5, 1, 14, 301, 204, 1005, 0.020906577866866984, 0
5, 1, 14, 301, 204, 204, 0, 13.520617939502163
5, 1, 15, 301, 204, 1000, 0.08298472591205552, 0
5, 1, 15, 301, 204, 1005, 0.02074618147801388, 0
5, 1, 15, 301, 204, 204, 0, 13.416887032112093
5, 1, 16, 301, 204, 1000, 0.08234806263550497, 0
5, 1, 16, 301, 204, 1005, 0.020587015658876242, 0
5, 1, 16, 301, 204, 204, 0, 13.313951953817712
5, 1, 17, 301, 204, 1000, 0.0817162838738213, 0
5, 1, 17, 301, 204, 1005, 0.020429070968455323, 0
5, 1, 17, 301, 204, 204, 0, 13.211806598975436
5, 1, 18, 301, 204, 1000, 0.08108935215275181, 0
5, 1, 18, 301, 204, 1005, 0.020272338038187954, 0
5, 1, 18, 301, 204, 204, 0, 13.110444908784496
5, 1, 19, 301, 204, 1000, 0.08046723028552948, 0
5, 1, 19, 301, 204, 1005, 0.02011680757138237, 0
5, 1, 19, 301, 204, 204, 0, 13.009860870927584
5, 1, 1, 301, 205, 1000, 0.008866705411741194, 0
5, 1, 1, 301, 205, 1005, 0.0022166763529352985, 0
5, 1, 1, 301, 205, 205, 0, 1.1937123382353239
5, 1, 2, 301, 205, 1000, 0.00878513715959528, 0
5, 1, 2, 301, 205, 1005, 0.00219628428989882, 0
5, 1, 2, 301, 205, 205, 0, 1.1827309167858298
5, 1, 3, 301, 205, 1000, 0.008704319285346252, 0
5, 1, 3, 301, 205, 1005, 0.002176079821336563, 0
5, 1, 3, 301, 205, 205, 0, 1.171850517679147
5, 1, 4, 301, 205, 1000, 0.008624244885977284, 0
5, 1, 4, 301, 205, 1005, 0.002156061221494321, 0
5, 1, 4, 301, 205, 205, 0, 1.1610702115716753
5, 1, 5, 301, 205, 1000, 0.008544907121975953, 0
5, 1, 5, 301, 205, 1005, 0.002136226780493988, 0
5, 1, 5, 301, 205, 205, 0, 1.1503890776692054
5, 1, 6, 301, 205, 1000, 0.008466299216748041, 0
5, 1, 6, 301, 205, 1005, 0.0021165748041870104, 0
5, 1, 6, 301, 205, 205, 0, 1.1398062036482703
5, 1, 7, 301, 205, 1000, 0.008388414456041104, 0
5, 1, 7, 301, 205, 1005, 0.002097103614010276, 0
5, 1, 7, 301, 205, 205, 0, 1.129320685578219
5, 1, 8, 301, 205, 1000, 0.008311246187368226, 0
5, 1, 8, 301, 205, 1005, 0.0020778115468420566, 0
5, 1, 8, 301, 205, 205, 0, 1.1189316278440087
5, 1, 9, 301, 205, 1000, 0.00823478781944278, 0
5, 1, 9, 301, 205, 1005, 0.002058696954860695, 0
5, 1, 9, 301, 205, 205, 0, 1.1086381430697052
5, 1, 10, 301, 205, 1000, 0.00815903282161301, 0
5, 1, 10, 301, 205, 1005, 0.0020397582054032526, 0
